PAW protein_summary_9 results file
written: Mon Feb 13 18:35:51 2023

 	=subtotal(109,B6:B7162)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
423.0	1	sp|E9Q7F2|RN169_MOUSE	 	5.0	694	75795	E3 ubiquitin-protein ligase RNF169 OS=Mus musculus OX=10090 GN=Rnf169 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
424.0	1	sp|E9Q7G0|NUMA1_MOUSE	 	50.4	2094	235628	Nuclear mitotic apparatus protein 1 OS=Mus musculus OX=10090 GN=Numa1 PE=1 SV=1	207	207	1.000	111	96	111	96	111.000	96.000	 
425.0	1	sp|E9Q7X7|NRX2A_MOUSE	 	23.5	1710	184883	Neurexin-2 OS=Mus musculus OX=10090 GN=Nrxn2 PE=1 SV=1	77	52	0.675	44	33	26	26	32.922	28.625	sp|E9Q7X7|NRX2A_MOUSE, sp|Q6P9K9|NRX3A_MOUSE, sp|Q9CS84|NRX1A_MOUSE
426.0	1	sp|E9Q8I9|FRY_MOUSE	 	14.9	3020	339089	Protein furry homolog OS=Mus musculus OX=10090 GN=Fry PE=1 SV=1	61	58	0.951	31	30	29	29	30.758	29.829	sp|E9Q8I9|FRY_MOUSE, tr|F8VQ05|F8VQ05_MOUSE
427.0	1	sp|E9Q8T7|DYH1_MOUSE	 	1.1	4250	487065	Dynein axonemal heavy chain 1 OS=Mus musculus OX=10090 GN=Dnah1 PE=1 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	 
428.0	1	sp|E9Q912|GDS1_MOUSE	 	51.1	607	66076	Rap1 GTPase-GDP dissociation stimulator 1 OS=Mus musculus OX=10090 GN=Rap1gds1 PE=2 SV=1	130	130	1.000	57	73	57	73	57.000	73.000	 
429.0	1	sp|E9Q9D5|RBL2A_MOUSE	 	14.3	223	25610	Rab-like protein 2A OS=Mus musculus OX=10090 GN=Rabl2 PE=1 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	 
430.0	1	sp|E9Q9R9|DLG5_MOUSE	 	1.4	1921	214384	Disks large homolog 5 OS=Mus musculus OX=10090 GN=Dlg5 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
431.0	1	sp|E9QAT4|SC16A_MOUSE	 	12.8	2357	254199	Protein transport protein Sec16A OS=Mus musculus OX=10090 GN=Sec16a PE=1 SV=1	29	29	1.000	14	15	14	15	14.000	15.000	 
432.0	1	sp|F6SEU4|SYGP1_MOUSE	 	22.8	1340	148236	Ras/Rap GTPase-activating protein SynGAP OS=Mus musculus OX=10090 GN=Syngap1 PE=1 SV=2	52	48	0.923	27	25	23	25	24.891	25.000	sp|F6SEU4|SYGP1_MOUSE, sp|Q3UHC7|DAB2P_MOUSE, sp|Q8C2K5|RASL3_MOUSE, tr|E9PW37|E9PW37_MOUSE
433.0	1	sp|F6XLV1|CRCC2_MOUSE	 	3.3	1638	186629	Ciliary rootlet coiled-coil protein 2 OS=Mus musculus OX=10090 GN=Crocc2 PE=3 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
434.0	1	sp|F6ZDS4|TPR_MOUSE	 	49.4	2431	273987	Nucleoprotein TPR OS=Mus musculus OX=10090 GN=Tpr PE=1 SV=1	268	268	1.000	145	123	145	123	145.000	123.000	 
435.0	1	sp|F7BWT7|TSN15_MOUSE	 	7.5	294	33070	Tetraspanin-15 OS=Mus musculus OX=10090 GN=Tspan15 PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
436.0	1	sp|F8VPU2|FARP1_MOUSE	 	34.3	1048	118874	FERM, ARHGEF and pleckstrin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Farp1 PE=1 SV=1	62	62	1.000	29	33	29	33	29.000	33.000	 
437.0	1	sp|F8VQB6|MYO10_MOUSE	 	4.0	2062	237320	Unconventional myosin-X OS=Mus musculus OX=10090 GN=Myo10 PE=1 SV=1	12	10	0.833	5	7	4	6	4.009	6.014	REV_Q6Y7W8, sp|F8VQB6|MYO10_MOUSE, tr|Q68FG2|Q68FG2_MOUSE
438.0	1	sp|G3X939|SL9A3_MOUSE	 	4.1	829	93103	Sodium/hydrogen exchanger 3 OS=Mus musculus OX=10090 GN=Slc9a3 PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	 
439.0	1	sp|G3X9J0|SI1L3_MOUSE	 	9.7	1776	195061	Signal-induced proliferation-associated 1-like protein 3 OS=Mus musculus OX=10090 GN=Sipa1l3 PE=1 SV=1	15	14	0.933	11	4	10	4	10.263	4.000	sp|G3X9J0|SI1L3_MOUSE, sp|Q80TE4|SI1L2_MOUSE, sp|Q8C0T5|SI1L1_MOUSE
440.0	1	sp|G3X9K3|BIG1_MOUSE	 	19.6	1846	208497	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Mus musculus OX=10090 GN=Arfgef1 PE=1 SV=1	71	53	0.746	39	32	27	26	32.143	28.655	sp|A2A5R2|BIG2_MOUSE, sp|G3X9K3|BIG1_MOUSE, sp|O08967|CYH3_MOUSE, sp|P63034|CYH2_MOUSE, sp|Q9QX11|CYH1_MOUSE
441.0	1	sp|G3XA57|RFIP2_MOUSE	 	20.1	512	58206	Rab11 family-interacting protein 2 OS=Mus musculus OX=10090 GN=Rab11fip2 PE=1 SV=1	12	9	0.750	3	9	3	6	3.000	8.571	sp|G3XA57|RFIP2_MOUSE, sp|Q9D620|RFIP1_MOUSE
442.0	1	sp|G5E829|AT2B1_MOUSE	 	42.4	1220	134745	Plasma membrane calcium-transporting ATPase 1 OS=Mus musculus OX=10090 GN=Atp2b1 PE=1 SV=1	412	119	0.289	196	216	59	60	88.512	94.597	sp|G5E829|AT2B1_MOUSE, sp|Q6Q477|AT2B4_MOUSE, sp|Q9R0K7|AT2B2_MOUSE, tr|Q0VF55|Q0VF55_MOUSE
443.0	1	sp|G5E870|TRIPC_MOUSE	 	9.1	2025	224125	E3 ubiquitin-protein ligase TRIP12 OS=Mus musculus OX=10090 GN=Trip12 PE=1 SV=1	16	16	1.000	11	5	11	5	11.000	5.000	 
444.0	1	sp|G5E8K5|ANK3_MOUSE	 	46.7	1961	214060	Ankyrin-3 OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1	241	182	0.755	114	127	83	99	88.131	104.078	sp|G5E8K5|ANK3_MOUSE, sp|Q02357|ANK1_MOUSE, sp|Q8C8R3|ANK2_MOUSE
445.0	1	sp|G5E8P1|BRD1_MOUSE	 	2.6	1058	119713	Bromodomain-containing protein 1 OS=Mus musculus OX=10090 GN=Brd1 PE=1 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	 
446.0	1	sp|G5E8V9|ARFP1_MOUSE	 	39.7	373	41518	Arfaptin-1 OS=Mus musculus OX=10090 GN=Arfip1 PE=1 SV=1	30	30	1.000	16	14	16	14	16.000	14.000	 
447.0	1	sp|J3QNX5|SHSA8_MOUSE	 	16.3	399	42462	Protein shisa-8 OS=Mus musculus OX=10090 GN=Shisa8 PE=1 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	 
448.0	1	sp|O08528|HXK2_MOUSE	 	12.2	917	102534	Hexokinase-2 OS=Mus musculus OX=10090 GN=Hk2 PE=1 SV=1	36	6	0.167	16	20	0	6	0.000	6.435	sp|O08528|HXK2_MOUSE, sp|P17710|HXK1_MOUSE, sp|Q91W97|HKDC1_MOUSE
449.0	1	sp|O08529|CAN2_MOUSE	 	48.0	700	79871	Calpain-2 catalytic subunit OS=Mus musculus OX=10090 GN=Capn2 PE=1 SV=4	113	111	0.982	53	60	51	60	52.378	60.000	sp|O08529|CAN2_MOUSE, sp|O35350|CAN1_MOUSE
450.0	1	sp|O08530|S1PR1_MOUSE	 	16.2	382	42639	Sphingosine 1-phosphate receptor 1 OS=Mus musculus OX=10090 GN=S1pr1 PE=1 SV=3	9	9	1.000	5	4	5	4	5.000	4.000	 
451.0	1	sp|O08532|CA2D1_MOUSE	 	35.4	1103	124629	Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus OX=10090 GN=Cacna2d1 PE=1 SV=1	84	82	0.976	37	47	36	46	36.424	46.407	sp|O08532|CA2D1_MOUSE, sp|Q6PHS9|CA2D2_MOUSE
452.0	1	sp|O08539|BIN1_MOUSE	 	60.7	588	64469	Myc box-dependent-interacting protein 1 OS=Mus musculus OX=10090 GN=Bin1 PE=1 SV=1	247	229	0.927	101	146	90	139	95.625	143.088	sp|D3Z6Q9|BIN2_MOUSE, sp|O08539|BIN1_MOUSE, sp|Q7TQF7|AMPH_MOUSE
453.0	1	sp|O08547|SC22B_MOUSE	 	60.0	215	24740	Vesicle-trafficking protein SEC22b OS=Mus musculus OX=10090 GN=Sec22b PE=1 SV=3	66	66	1.000	37	29	37	29	37.000	29.000	 
454.0	1	sp|O08553|DPYL2_MOUSE	 	78.0	572	62277	Dihydropyrimidinase-related protein 2 OS=Mus musculus OX=10090 GN=Dpysl2 PE=1 SV=2	1133	878	0.775	523	610	427	451	501.539	580.873	sp|O08553|DPYL2_MOUSE, sp|P97427|DPYL1_MOUSE, sp|Q62188|DPYL3_MOUSE
455.0	1	sp|O08576|RUN3A_MOUSE	 	19.5	446	50018	RUN domain-containing protein 3A OS=Mus musculus OX=10090 GN=Rundc3a PE=1 SV=1	13	13	1.000	9	4	9	4	9.000	4.000	 
456.0	1	sp|O08579|EMD_MOUSE	 	58.3	259	29435	Emerin OS=Mus musculus OX=10090 GN=Emd PE=1 SV=1	28	28	1.000	14	14	14	14	14.000	14.000	 
457.0	1	sp|O08582|GTPB1_MOUSE	 	37.4	668	72300	GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Gtpbp1 PE=1 SV=2	37	37	1.000	20	17	20	17	20.000	17.000	 
458.0	1	sp|O08583|THOC4_MOUSE	 	35.3	255	26940	THO complex subunit 4 OS=Mus musculus OX=10090 GN=Alyref PE=1 SV=3	25	25	1.000	10	15	10	15	10.000	15.000	 
459.0	1	sp|O08585|CLCA_MOUSE	 	43.4	235	25604	Clathrin light chain A OS=Mus musculus OX=10090 GN=Clta PE=1 SV=2	60	58	0.967	34	26	33	25	33.943	25.926	sp|A3KGB4|TBC8B_MOUSE, sp|O08585|CLCA_MOUSE
460.0	1	sp|O08586|PTEN_MOUSE	 	26.3	403	47152	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN OS=Mus musculus OX=10090 GN=Pten PE=1 SV=1	13	13	1.000	4	9	4	9	4.000	9.000	 
461.0	1	sp|O08599|STXB1_MOUSE	 	81.3	594	67568	Syntaxin-binding protein 1 OS=Mus musculus OX=10090 GN=Stxbp1 PE=1 SV=2	841	836	0.994	417	424	414	422	416.986	424.000	sp|O08599|STXB1_MOUSE, sp|Q64324|STXB2_MOUSE
462.0	1	sp|O08600|NUCG_MOUSE	 	48.6	294	32190	Endonuclease G, mitochondrial OS=Mus musculus OX=10090 GN=Endog PE=1 SV=1	23	23	1.000	15	8	15	8	15.000	8.000	 
463.0	1	sp|O08601|MTP_MOUSE	 	4.9	894	99098	Microsomal triglyceride transfer protein large subunit OS=Mus musculus OX=10090 GN=Mttp PE=1 SV=2	7	7	1.000	3	4	3	4	3.000	4.000	 
464.0	1	sp|O08638|MYH11_MOUSE	 	40.0	1972	227025	Myosin-11 OS=Mus musculus OX=10090 GN=Myh11 PE=1 SV=1	228	126	0.553	121	107	65	61	74.887	68.680	sp|A2AQP0|MYH7B_MOUSE, sp|O08638|MYH11_MOUSE, sp|P13541|MYH3_MOUSE, sp|Q5SX40|MYH1_MOUSE, sp|Q61879|MYH10_MOUSE, sp|Q6URW6|MYH14_MOUSE, sp|Q8VDD5|MYH9_MOUSE, sp|Q91Z83|MYH7_MOUSE, tr|G3UW82|G3UW82_MOUSE
465.0	1	sp|O08648|M3K4_MOUSE	 	1.9	1597	179832	Mitogen-activated protein kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map3k4 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
466.0	1	sp|O08663|MAP2_MOUSE	 	50.8	478	52921	Methionine aminopeptidase 2 OS=Mus musculus OX=10090 GN=Metap2 PE=1 SV=1	56	56	1.000	25	31	25	31	25.000	31.000	 
467.0	1	sp|O08677|KNG1_MOUSE	 	13.5	661	73101	Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1	26	26	1.000	14	12	14	12	14.000	12.000	 
468.0	1	sp|O08688|CAN5_MOUSE	 	24.4	640	72954	Calpain-5 OS=Mus musculus OX=10090 GN=Capn5 PE=1 SV=1	17	17	1.000	9	8	9	8	9.000	8.000	 
469.0	1	sp|O08709|PRDX6_MOUSE	 	68.8	224	24870	Peroxiredoxin-6 OS=Mus musculus OX=10090 GN=Prdx6 PE=1 SV=3	129	129	1.000	67	62	67	62	67.000	62.000	 
470.0	1	sp|O08715|AKAP1_MOUSE	 	18.9	857	92194	A-kinase anchor protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Akap1 PE=1 SV=4	17	17	1.000	7	10	7	10	7.000	10.000	 
471.0	1	sp|O08739|AMPD3_MOUSE	 	30.4	766	88651	AMP deaminase 3 OS=Mus musculus OX=10090 GN=Ampd3 PE=1 SV=2	48	43	0.896	21	27	18	25	18.931	25.847	sp|O08739|AMPD3_MOUSE, sp|Q9DBT5|AMPD2_MOUSE
472.0	1	sp|O08740|RPB11_MOUSE	 	30.8	117	13251	DNA-directed RNA polymerase II subunit RPB11 OS=Mus musculus OX=10090 GN=Polr2j PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
473.0	1	sp|O08747|UNC5C_MOUSE	 	8.1	931	103062	Netrin receptor UNC5C OS=Mus musculus OX=10090 GN=Unc5c PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
474.0	1	sp|O08749|DLDH_MOUSE	 	71.9	509	54272	Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2	216	216	1.000	118	98	118	98	118.000	98.000	 
475.0	1	sp|O08756|HCD2_MOUSE	 	60.5	261	27418	3-hydroxyacyl-CoA dehydrogenase type-2 OS=Mus musculus OX=10090 GN=Hsd17b10 PE=1 SV=4	56	56	1.000	25	31	25	31	25.000	31.000	 
476.0	1	sp|O08759|UBE3A_MOUSE	 	39.4	870	99818	Ubiquitin-protein ligase E3A OS=Mus musculus OX=10090 GN=Ube3a PE=1 SV=2	67	67	1.000	34	33	34	33	34.000	33.000	 
477.0	1	sp|O08784|TCOF_MOUSE	 	20.6	1320	135000	Treacle protein OS=Mus musculus OX=10090 GN=Tcof1 PE=1 SV=1	42	42	1.000	26	16	26	16	26.000	16.000	 
478.0	1	sp|O08788|DCTN1_MOUSE	 	59.3	1281	141674	Dynactin subunit 1 OS=Mus musculus OX=10090 GN=Dctn1 PE=1 SV=3	255	255	1.000	121	134	121	134	121.000	134.000	 
479.0	1	sp|O08795|GLU2B_MOUSE	 	33.8	521	58792	Glucosidase 2 subunit beta OS=Mus musculus OX=10090 GN=Prkcsh PE=1 SV=1	64	64	1.000	35	29	35	29	35.000	29.000	 
480.0	1	sp|O08796|EF2K_MOUSE	 	7.3	724	81738	Eukaryotic elongation factor 2 kinase OS=Mus musculus OX=10090 GN=Eef2k PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
481.0	1	sp|O08807|PRDX4_MOUSE	 	34.7	274	31052	Peroxiredoxin-4 OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1	32	12	0.375	16	16	7	5	9.529	7.304	EXTRA_0009, sp|O08807|PRDX4_MOUSE, sp|P35700|PRDX1_MOUSE
482.0	1	sp|O08808|DIAP1_MOUSE	 	27.3	1255	139342	Protein diaphanous homolog 1 OS=Mus musculus OX=10090 GN=Diaph1 PE=1 SV=1	52	52	1.000	26	26	26	26	26.000	26.000	 
483.0	1	sp|O08810|U5S1_MOUSE	 	58.3	971	109359	116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1	108	104	0.963	49	59	47	57	47.580	57.597	sp|O08810|U5S1_MOUSE, sp|P58252|EF2_MOUSE
484.0	1	sp|O08811|ERCC2_MOUSE	 	3.6	760	86841	General transcription and DNA repair factor IIH helicase subunit XPD OS=Mus musculus OX=10090 GN=Ercc2 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
485.0	1	sp|O08848|RO60_MOUSE	 	44.1	538	60123	RNA-binding protein Ro60 OS=Mus musculus OX=10090 GN=RO60 PE=1 SV=1	52	52	1.000	27	25	27	25	27.000	25.000	 
486.0	1	sp|O08908|P85B_MOUSE	 	6.6	722	81265	Phosphatidylinositol 3-kinase regulatory subunit beta OS=Mus musculus OX=10090 GN=Pik3r2 PE=1 SV=2	9	2	0.222	3	6	1	1	1.154	1.556	sp|O08908|P85B_MOUSE, sp|P26450|P85A_MOUSE
487.0	1	sp|O08911|MK12_MOUSE	 	20.4	367	42043	Mitogen-activated protein kinase 12 OS=Mus musculus OX=10090 GN=Mapk12 PE=1 SV=1	17	13	0.765	9	8	7	6	7.389	6.353	sp|O08911|MK12_MOUSE, sp|P47811|MK14_MOUSE, sp|Q61831|MK10_MOUSE, sp|Q6PDN3|MYLK_MOUSE, sp|Q8VCR8|MYLK2_MOUSE, sp|Q91Y86|MK08_MOUSE, sp|Q9WTU6|MK09_MOUSE, sp|Q9WUI1|MK11_MOUSE
488.0	1	sp|O08912|GALT1_MOUSE	 	3.2	559	64254	Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=Galnt1 PE=1 SV=1	3	2	0.667	1	2	1	1	1.000	2.000	sp|O08912|GALT1_MOUSE, sp|Q8CF93|GLT13_MOUSE
489.0	1	sp|O08914|FAAH1_MOUSE	 	30.4	579	63221	Fatty-acid amide hydrolase 1 OS=Mus musculus OX=10090 GN=Faah PE=1 SV=1	20	20	1.000	11	9	11	9	11.000	9.000	 
490.0	1	sp|O08915|AIP_MOUSE	 	49.1	330	37605	AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1	40	40	1.000	17	23	17	23	17.000	23.000	 
491.0	1	sp|O08917|FLOT1_MOUSE	 	63.1	428	47513	Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1	73	70	0.959	40	33	39	31	39.582	32.033	sp|O08917|FLOT1_MOUSE, tr|E9QA15|E9QA15_MOUSE
492.0	1	sp|O08919|NUMBL_MOUSE	 	26.7	604	64130	Numb-like protein OS=Mus musculus OX=10090 GN=Numbl PE=1 SV=3	29	19	0.655	16	13	9	10	11.864	11.250	sp|O08919|NUMBL_MOUSE, sp|Q9QZS3|NUMB_MOUSE
493.0	1	sp|O08967|CYH3_MOUSE	 	32.8	399	46279	Cytohesin-3 OS=Mus musculus OX=10090 GN=Cyth3 PE=1 SV=1	19	8	0.421	9	10	4	4	5.070	4.960	sp|A2A5R2|BIG2_MOUSE, sp|G3X9K3|BIG1_MOUSE, sp|O08967|CYH3_MOUSE, sp|P63034|CYH2_MOUSE, sp|Q9QX11|CYH1_MOUSE
494.0	1	sp|O08989|RASM_MOUSE	 	54.3	208	23901	Ras-related protein M-Ras OS=Mus musculus OX=10090 GN=Mras PE=1 SV=1	21	21	1.000	11	10	11	10	11.000	10.000	 
495.0	1	sp|O08992|SDCB1_MOUSE	 	23.7	299	32379	Syntenin-1 OS=Mus musculus OX=10090 GN=Sdcbp PE=1 SV=1	10	10	1.000	5	5	5	5	5.000	5.000	 
496.0	1	sp|O08997|ATOX1_MOUSE	 	58.8	68	7338	Copper transport protein ATOX1 OS=Mus musculus OX=10090 GN=Atox1 PE=1 SV=1	15	15	1.000	7	8	7	8	7.000	8.000	 
497.0	1	sp|O09005|DEGS1_MOUSE	 	9.6	323	38241	Sphingolipid delta(4)-desaturase DES1 OS=Mus musculus OX=10090 GN=Degs1 PE=1 SV=1	8	8	1.000	3	5	3	5	3.000	5.000	 
498.0	1	sp|O09012|PEX5_MOUSE	 	27.1	639	70755	Peroxisomal targeting signal 1 receptor OS=Mus musculus OX=10090 GN=Pex5 PE=1 SV=2	15	15	1.000	5	10	5	10	5.000	10.000	 
499.0	1	sp|O09044|SNP23_MOUSE	 	62.9	210	23261	Synaptosomal-associated protein 23 OS=Mus musculus OX=10090 GN=Snap23 PE=1 SV=1	61	30	0.492	32	29	13	17	13.969	18.244	sp|O09044|SNP23_MOUSE, sp|P60879|SNP25_MOUSE
500.0	1	sp|O09061|PSB1_MOUSE	 	40.0	240	26372	Proteasome subunit beta type-1 OS=Mus musculus OX=10090 GN=Psmb1 PE=1 SV=1	41	41	1.000	22	19	22	19	22.000	19.000	 
501.0	1	sp|O09106|HDAC1_MOUSE	 	28.0	482	55074	Histone deacetylase 1 OS=Mus musculus OX=10090 GN=Hdac1 PE=1 SV=1	26	14	0.538	13	13	7	7	9.100	9.471	sp|O09106|HDAC1_MOUSE, sp|P70288|HDAC2_MOUSE
502.0	1	sp|O09111|NDUBB_MOUSE	 	49.7	151	17444	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Mus musculus OX=10090 GN=Ndufb11 PE=1 SV=2	64	64	1.000	31	33	31	33	31.000	33.000	 
503.0	1	sp|O09114|PTGDS_MOUSE	 	25.4	189	21066	Prostaglandin-H2 D-isomerase OS=Mus musculus OX=10090 GN=Ptgds PE=1 SV=1	20	20	1.000	13	7	13	7	13.000	7.000	 
504.0	1	sp|O09117|SYPL1_MOUSE	 	4.2	261	28899	Synaptophysin-like protein 1 OS=Mus musculus OX=10090 GN=Sypl1 PE=1 SV=2	5	5	1.000	2	3	2	3	2.000	3.000	 
505.0	1	sp|O09118|NET1_MOUSE	 	7.9	604	67810	Netrin-1 OS=Mus musculus OX=10090 GN=Ntn1 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
506.0	1	sp|O09126|SEM4D_MOUSE	 	15.0	861	95639	Semaphorin-4D OS=Mus musculus OX=10090 GN=Sema4d PE=1 SV=2	23	23	1.000	10	13	10	13	10.000	13.000	 
507.0	1	sp|O09131|GSTO1_MOUSE	 	67.9	240	27497	Glutathione S-transferase omega-1 OS=Mus musculus OX=10090 GN=Gsto1 PE=1 SV=2	37	37	1.000	19	18	19	18	19.000	18.000	 
508.0	1	sp|O09161|CASQ2_MOUSE	 	22.9	415	48176	Calsequestrin-2 OS=Mus musculus OX=10090 GN=Casq2 PE=1 SV=3	10	10	1.000	5	5	5	5	5.000	5.000	 
509.0	1	sp|O09164|SODE_MOUSE	 	32.7	251	27392	Extracellular superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod3 PE=1 SV=1	11	11	1.000	6	5	6	5	6.000	5.000	 
510.0	1	sp|O09167|RL21_MOUSE	 	27.5	160	18579	60S ribosomal protein L21 OS=Mus musculus OX=10090 GN=Rpl21 PE=1 SV=4	8	8	1.000	5	3	5	3	5.000	3.000	 
511.0	1	sp|O09172|GSH0_MOUSE	 	38.0	274	30534	Glutamate--cysteine ligase regulatory subunit OS=Mus musculus OX=10090 GN=Gclm PE=1 SV=1	25	25	1.000	15	10	15	10	15.000	10.000	 
512.0	1	sp|O09174|AMACR_MOUSE	 	17.8	381	41704	Alpha-methylacyl-CoA racemase OS=Mus musculus OX=10090 GN=Amacr PE=1 SV=4	9	9	1.000	5	4	5	4	5.000	4.000	 
513.0	1	sp|O35066|KIF3C_MOUSE	 	22.5	796	89972	Kinesin-like protein KIF3C OS=Mus musculus OX=10090 GN=Kif3c PE=1 SV=3	32	19	0.594	17	15	10	9	12.248	12.209	REV_Q3TVA9, sp|O35066|KIF3C_MOUSE, sp|Q61771|KIF3B_MOUSE, sp|Q99PW8|KIF17_MOUSE
514.0	1	sp|O35071|KIF1C_MOUSE	 	10.9	1100	122433	Kinesin-like protein KIF1C OS=Mus musculus OX=10090 GN=Kif1c PE=1 SV=2	29	5	0.172	18	11	4	1	4.941	1.143	sp|O35071|KIF1C_MOUSE, sp|P33173|KIF1A_MOUSE, sp|Q60575|KIF1B_MOUSE, tr|A0A286YCV9|A0A286YCV9_MOUSE
515.0	1	sp|O35075|VP26C_MOUSE	 	35.0	297	32970	Vacuolar protein sorting-associated protein 26C OS=Mus musculus OX=10090 GN=Vps26c PE=1 SV=1	13	13	1.000	4	9	4	9	4.000	9.000	 
516.0	1	sp|O35083|PLCA_MOUSE	 	28.8	285	31709	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha OS=Mus musculus OX=10090 GN=Agpat1 PE=1 SV=1	13	13	1.000	6	7	6	7	6.000	7.000	 
517.0	1	sp|O35098|DPYL4_MOUSE	 	69.2	572	61961	Dihydropyrimidinase-related protein 4 OS=Mus musculus OX=10090 GN=Dpysl4 PE=1 SV=1	226	192	0.850	125	101	101	91	111.456	94.321	sp|O35098|DPYL4_MOUSE, sp|P97427|DPYL1_MOUSE, sp|Q62188|DPYL3_MOUSE
518.0	1	sp|O35099|M3K5_MOUSE	 	21.2	1380	154510	Mitogen-activated protein kinase kinase kinase 5 OS=Mus musculus OX=10090 GN=Map3k5 PE=1 SV=3	35	34	0.971	16	19	15	19	15.789	19.000	sp|O35099|M3K5_MOUSE, sp|Q1HKZ5|M3K13_MOUSE, sp|Q60700|M3K12_MOUSE
519.0	1	sp|O35114|SCRB2_MOUSE	 	15.3	478	54043	Lysosome membrane protein 2 OS=Mus musculus OX=10090 GN=Scarb2 PE=1 SV=3	16	16	1.000	9	7	9	7	9.000	7.000	 
520.0	1	sp|O35126|ATN1_MOUSE	 	4.3	1175	123722	Atrophin-1 OS=Mus musculus OX=10090 GN=Atn1 PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
521.0	1	sp|O35127|C10_MOUSE	 	57.9	126	13194	Protein C10 OS=Mus musculus OX=10090 GN=Grcc10 PE=1 SV=1	20	20	1.000	8	12	8	12	8.000	12.000	 
522.0	1	sp|O35129|PHB2_MOUSE	 	77.6	299	33296	Prohibitin-2 OS=Mus musculus OX=10090 GN=Phb2 PE=1 SV=1	102	102	1.000	46	56	46	56	46.000	56.000	 
523.0	1	sp|O35134|RPA1_MOUSE	 	2.7	1717	194108	DNA-directed RNA polymerase I subunit RPA1 OS=Mus musculus OX=10090 GN=Polr1a PE=1 SV=2	5	5	1.000	2	3	2	3	2.000	3.000	 
524.0	1	sp|O35136|NCAM2_MOUSE	 	40.1	837	93203	Neural cell adhesion molecule 2 OS=Mus musculus OX=10090 GN=Ncam2 PE=1 SV=1	85	85	1.000	40	45	40	45	40.000	45.000	 
525.0	1	sp|O35143|ATIF1_MOUSE	 	46.2	106	12159	ATPase inhibitor, mitochondrial OS=Mus musculus OX=10090 GN=Atp5if1 PE=1 SV=2	41	41	1.000	23	18	23	18	23.000	18.000	 
526.0	1	sp|O35144|TERF2_MOUSE	 	11.5	541	60263	Telomeric repeat-binding factor 2 OS=Mus musculus OX=10090 GN=Terf2 PE=1 SV=3	12	12	1.000	7	5	7	5	7.000	5.000	 
527.0	1	sp|O35153|BET1L_MOUSE	 	25.2	111	12428	BET1-like protein OS=Mus musculus OX=10090 GN=Bet1l PE=3 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
528.0	1	sp|O35206|COFA1_MOUSE	 	2.2	1367	140471	Collagen alpha-1(XV) chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
529.0	1	sp|O35207|CDKA1_MOUSE	 	27.2	114	12354	Cyclin-dependent kinase 2-associated protein 1 OS=Mus musculus OX=10090 GN=Cdk2ap1 PE=1 SV=2	6	6	1.000	2	4	2	4	2.000	4.000	 
